"Hull","Name","Name (Hull)","Ship Alt Title","Ship Type","Class","UIC","Status","Fleet","Date Status Last Changed","Homeport","Maintenance Category","Berth","Force","Builder","Award Date","Commission Date","Keel Date","Inactivation Date","Launch Date","Decommission Date","Delivery Date","InService Date","Out Service Date","Stricken Date","Overall Length","Waterline Length","Extreme Beam","Waterline Beam","Max Navigational Draft","Draft Limit","Light Displacement","Full Displacement","Dead Weight","Hull Material","No. of Propellers","No. of Waterjets","Propulsion Type","Accommodations Officers","Accommodations Enlisted","Custodian","Planning Yard","Nuclear Planning Yard","Ships Program Manager","Comments","Last Updated"
"APD 45","LEE FOX","LEE FOX (APD 45)","(ex - DE 65)","HIGH SPEED TRANSPORT","APD 37","02765","Disposed of by Dismantling (Scrapping/Recycling)","","","","","","","BETHLEHEM STEEL CORP., HINGHAM SHIPYARD","02/10/1942","08/30/1943","03/01/1943","","05/29/1943","05/13/1946","08/30/1943","","","09/01/1964","306 ft","300 ft","37 ft","36 ft","14 ft","","","","","Steel hull, steel superstructure.","2","","","","","","","","","","12/12/2017"
"YFB 92","LEEWARD","LEEWARD (YFB 92)","","FERRY BOAT OR LAUNCH (S-P)","YFB 92","22590","Active, in service","","01/30/1995","","","","","Bender Shipbuilding & Repair Co., Inc.","10/01/1992","","","","","","01/30/1995","","","","136 ft","","36 ft","","11 ft","","","","","Steel hull, steel superstructure.","","","","","","NAVAL STATION, GUANTANAMO BAY, CU (NAVSTA)","Puget Sound Naval Shipyard & IMF","","PMS 325","","06/27/2018"
"DD 984","LEFTWICH","LEFTWICH (DD 984)","","DESTROYER","DD 963","20616","Disposed of in support of Fleet training exercise","","08/01/2003","","","","","Ingalls Shipbuilding Corp.","01/15/1974","08/25/1979","11/12/1976","","04/08/1978","03/27/1998","08/06/1979","","","03/27/1998","563 ft","529 ft","55 ft","55 ft","30 ft","23 ft","6516 tons","8773 tons","2257 tons","Steel hull, aluminum superstructure.","2","","Gas Turbines","25","273","US NAVY","","","","","08/06/2003"
"YTM 777","LELAKA","LELAKA (YTM 777)","(ex - YTB 514)","MEDIUM HARBOR TUG (S-P)","YTM 764","12714","Disposed of, by Navy Sale","","11/01/1980","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","08/30/2001"
"DE 420","LELAND E THOMAS","LELAND E THOMAS (DE 420)","","ESCORT SHIP","DE 339","53420","Disposed of, by Navy Sale","","09/01/1973","","","","","","","","","","","","","","","12/01/1972","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","02/16/2011"
"DDG 123","LENAH H SUTCLIFFE HIGBEE","LENAH H SUTCLIFFE HIGBEE (DDG 123)","(ex - DDG 122)","GUIDED MISSILE DESTROYER","DDG 51","50404","Under construction","","01/25/2017","","","","","Ingalls Shipbuilding Corp.","06/03/2013","","11/06/2017","","01/27/2020","","","","","","","","","","","","","","","","","","","","","","General Dynamics Bath Iron Works","","","","12/01/2021"
"ATS 9","LENNI LENAPE","LENNI LENAPE (ATS 9)","","TOWING, SALVAGE, AND RESCUE SHIP","ATS 6","","Authorized, for US Navy construction","","03/25/2020","","","","","BOLLINGER HOUMA SHIPYARDS","03/25/2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","PMS 325","","11/02/2021"
"DD 852","LEONARD F MASON","LEONARD F MASON (DD 852)","","DESTROYER","DD 710","52152","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","03/01/1978","","","","","","","","","","","","","","","11/02/1976","","","","","","","","","","","","","","","","TAIWAN","","","","","02/16/2011"
"DE 414","LERAY WILSON","LERAY WILSON (DE 414)","","ESCORT SHIP","DE 339","53414","Disposed of, by Navy Sale","","09/01/1973","","","","","","","","","","","","","","","05/15/1972","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","01/02/2002"
"T-AO 195","LEROY GRUMMAN","USNS LEROY GRUMMAN (T-AO 195)","","FLEET REPLENISHMENT OILER","AO 187","21525","Military Sealift Command (MSC) Naval Fleet Auxiliary Force","U.S. ATLANTIC FLEET","08/02/1989","","","","Support Force","Avondale Industries","02/27/1986","","07/06/1987","","12/03/1988","","08/02/1989","08/02/1989","","","678 ft","651 ft","98 ft","","36 ft","38 ft","14822 tons","42383 tons","27561 tons","Steel hull, steel superstructure.","2","","Diesel Electric","36","53","MILITARY SEALIFT COMMAND","Military Sealift Command","","MSC","","06/13/2022"
"DE 580","LESLIE L B KNOX","LESLIE L B KNOX (DE 580)","","ESCORT SHIP","DE 224","53580","Disposed of, by Navy Sale","","05/01/1973","","","","","","","","","","","","","","","01/15/1972","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","02/16/2011"
"DE 1022","LESTER","LESTER (DE 1022)","","ESCORT SHIP","DE 1021","54022","Disposed of, by Navy Sale","","07/01/1974","","","","","","","","","","","","","","","01/31/1974","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","12/28/2001"
"DE 162","LEVY","LEVY (DE 162)","","ESCORT SHIP","DE 99","02862","Disposed of, by Navy Sale","","08/01/1974","","","","","","","","","","","","","","","08/01/1973","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","12/31/2001"
"T-AKE 1","LEWIS AND CLARK","USNS LEWIS AND CLARK (T-AKE 1)","","DRY CARGO AND AMMUNITION SHIP","AKE 1","23191","Military Sealift Command (MSC) Naval Fleet Auxiliary Force","U.S. ATLANTIC FLEET","06/20/2006","","","","Support Force","General Dynamics, National Steel & Shipbuilding Corp.","10/18/2001","","04/22/2004","","05/21/2005","","06/20/2006","06/20/2006","","","689 ft","654 ft","106 ft","106 ft","32 ft","32 ft","25395 tons","44069 tons","18674 tons","Steel hull, steel superstructure.","1","","Diesel Engine","41","82","MILITARY SEALIFT COMMAND","Military Sealift Command","","PMS 325","","03/06/2020"
"SSBN 644","LEWIS AND CLARK","LEWIS AND CLARK (SSBN 644)","","BALLISTIC MISSILE SUBMARINE (NUCLEAR-POWERED)","SSBN 640","05715","Disposed of by submarine recycling","","09/23/1996","","","","","Newport News Shipbuilding","11/01/1962","12/22/1965","07/29/1963","","11/21/1964","08/01/1992","12/22/1965","","","08/01/1992","","","","","","","","","","","","","Steam Turbine (Nuclear)","","","PUGET SOUND NAVAL SHIPYARD, BREMERTON, WA (NAVSHIPYD)","","","","","03/01/1999"
"ESB 3","LEWIS B PULLER","USS LEWIS B PULLER (ESB 3)","(ex - MLP 3)","EXPEDITIONARY SEA BASE","ESB 3","70027","Active, in commission","U.S. ATLANTIC FLEET","08/17/2017","MANAMA, BAHRAIN","","","Support Force","General Dynamics, National Steel & Shipbuilding Corp.","02/26/2012","08/17/2017","11/05/2013","","11/06/2014","","06/12/2015","06/12/2015","08/17/2017","","785 ft","765 ft","164 ft","164 ft","36 ft","39 ft","35087 tons","106692 tons","71605 tons","Steel hull, steel superstructure.","2","","Diesel Electric","19","231","US NAVY","Military Sealift Command","","PMS 385","USNS Lewis B Puller (T-ESB 3) was placed in service with the Military Sealift Command on June 12, 2015 and placed out of Service on Aug 17, 2017. USS Lewis B Puller (ESB 3) was then Commissioned on Aug 17, 2017","05/12/2021"
"FFG 23","LEWIS B PULLER","LEWIS B PULLER (FFG 23)","","GUIDED MISSILE FRIGATE","FFG 7","20976","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","09/18/1998","","","","","Todd Shipyards Corp., Los Angeles Div.","02/28/1977","04/17/1982","05/23/1979","","03/15/1980","09/18/1998","03/01/1982","","","09/18/1998","445 ft","408 ft","47 ft","47 ft","25 ft","16 ft","3081 tons","3963 tons","882 tons","Steel hull, aluminum superstructure.","1","","Gas Turbines","17","198","EGYPT","","","","","02/16/2011"
"DD 675","LEWIS HANCOCK","LEWIS HANCOCK (DD 675)","","DESTROYER","DD 448","04275","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","04/01/1973","","","","","","","","","","","","","","","03/15/1973","","","","","","","","","","","","","","","","BRAZIL","","","","","02/17/1999"
"AVT 16","LEXINGTON","LEXINGTON (AVT 16)","(ex - CABOT (CV 16), CVA 16, CVS 16, CVT 16)","AUXILIARY AIRCRAFT LANDING TRAINING SHIP","AVT 16","03318","Donated as a Museum and Memorial","","06/15/1992","","","","","Bethlehem Steel Co., SB Div, Quincy Yard, Quincy, MA","09/09/1940","02/17/1943","07/15/1941","","09/26/1942","11/08/1991","02/17/1943","","","11/08/1991","910 ft","820 ft","192 ft","103 ft","31 ft","30 ft","29783 tons","42113 tons","12330 tons","Steel hull, steel superstructure.","4","","Steam Turbine","378","2412","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","LEXINGTON IS LOCATED AT THE USS LEXINGTON MUSEUM ON THE BAY, 2914 NORTH SHORELINE BOULEVARD, CORPUS CHRISTI, TX","06/11/2002"
"CG 55","LEYTE GULF","USS LEYTE GULF (CG 55)","","GUIDED MISSILE CRUISER","CG 47","21388","Active, in commission","U.S. ATLANTIC FLEET","09/26/1987","NORFOLK, VA","","","Battle Force","Ingalls Shipbuilding Corp.","06/20/1983","09/26/1987","03/18/1985","","06/20/1986","","08/03/1987","","","","567 ft","529 ft","55 ft","55 ft","33 ft","23 ft","7132 tons","9992 tons","2860 tons","Steel hull, aluminum superstructure.","2","","Gas Turbines","37","339","US NAVY","Huntington Ingalls Industries - Ingalls Shipbuilding","","PMS 407","","08/02/2018"
"AG 168","LIBERTY","LIBERTY (AG 168)","","AUXILIARY, GENERAL","AG 167","","Disposed of by MARAD sale","","04/01/1964","","","","","Oregon Shipbuilding Corp.","","12/01/1964","02/23/1945","","","06/01/1968","05/04/1945","","","06/01/1970","455 ft","","60 ft","","23 ft","","","","","","","","","","","","","","","LIBERTY (AG 168) WAS RECLASSED TO A ""TECHNICAL RESEARCH SHIP (AGTR 5)"" ON 01 APR 64. COMMISSIONED USS LIBERTY (AGTR 5) ON 01 APR 64. DECOMMISSIONED AND STRUCK FROM THE NVR ON 28 JUN 68. TRANSFERRED TO MARAD DEC 70. SOLD FOR SCRAPPING 73.","09/20/2022"
"LKA 12","LIBRA","LIBRA (LKA 12)","","AMPHIBIOUS CARGO SHIP","","08622","Disposed of by MARAD exchange","","09/27/1984","","","","","","","","","","","","","","","01/01/1977","","","","","","","","","","","","","","","","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","","12/10/2001"
"APD 60","LIDDLE","LIDDLE (APD 60)","(ex - DE 206)","HIGH SPEED TRANSPORT","APD 37","02906","Disposed of by Dismantling (Scrapping/Recycling)","","06/25/1967","","","","","Naval Shipyard Charleston","08/07/1942","12/06/1943","06/08/1943","","08/09/1943","03/18/1967","12/22/1943","","","04/05/1967","306 ft","300 ft","37 ft","36 ft","14 ft","","","","","Steel hull, steel superstructure.","2","","","","","","","","","","12/12/2017"
"MSC 195","LIMPKIN","LIMPKIN (MSC 195)","(ex - AMS 195)","MINESWEEPER COASTAL, NONMAGNETIC","MSC 190","16458","Disposed of, by Navy Sale","","09/01/1976","","","","","","","","","","","","","","","05/01/1976","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","12/11/2001"
"MMD 32","LINDSEY","LINDSEY (MMD 32)","(ex - DM 32)","MINELAYER, FAST","MMD 23","03871","Disposed of in support of Fleet training exercise","","05/01/1972","","","","","","","","","","","","","","","10/01/1970","","","","","","","","","","","","","","","","US NAVY","","","","","01/02/2002"
"IXSS 297","LING","LING (IXSS 297)","(ex - AGSS 297)","UNCLASSIFIED MISCELLANEOUS SUBMARINE","","05297","Donated as a Museum and Memorial","","10/15/1972","","","","","Cramp Shipbuilding Co.","03/01/1942","06/08/1945","11/02/1942","","08/15/1943","10/26/1946","","","","12/01/1971","312 ft","","27 ft","","17 ft","","","1525 tons","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","LING IS LOCATED AT THE SUBMARINE MEMORIAL ASSOCIATION-USS LING, 78 RIVER STREET, HACKENSACK, NJ. LING IS LISTED ON THE NATIONAL REGISTER OF HISTORIC PLACES, REF. NO. 78001736.","06/11/2002"
"IXSS 298","LIONFISH","LIONFISH (IXSS 298)","(ex - AGSS 298)","UNCLASSIFIED MISCELLANEOUS SUBMARINE","","05298","Donated as a Museum and Memorial","","08/15/1972","","","","","Cramp Shipbuilding Co.","03/01/1942","11/13/1944","12/15/1942","","11/07/1943","","","","","12/20/1971","312 ft","","27 ft","","17 ft","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","LIONFISH IS LOCATED AT THE USS MASSACHUSETTS MEMORIAL, BATTLESHIP COVE, FALL RIVER, MA. SHE IS LISTED ON THE NATIONAL REGISTER OF HISTORIC PLACES, REF. NO. 76000232 AND DESIGNATED A NATIONAL HISTORIC LANDMARK ON 1/14/1986.","06/11/2002"
"ATF 85","LIPAN","LIPAN (ATF 85)","(ex - AT 85)","FLEET OCEAN TUG","ATF 81","07085","Disposed of in support of Fleet training exercise","","01/22/1990","","","","","United Engineering Co., Ltd.","","04/29/1943","05/30/1942","","09/17/1942","03/31/1988","","","","01/23/1989","205 ft","","39 ft","","13 ft","","","1240 tons","","Wood hull, steel superstructure.","1","","Diesel Electric","","","","","","","","04/09/2003"
"LST 901","LITCHFIELD COUNTY","LITCHFIELD COUNTY (LST 901)","","TANK LANDING SHIP","LST 542","50901","Disposed of, by Navy Sale","","01/01/1977","","","","","","","","","","","","","","","04/01/1975","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","12/17/2001"
"APD 4","LITTLE","LITTLE (APD 4)","(ex - DD 79)","HIGH SPEED TRANSPORT","DD 75","","Disposed of, destroyed by enemy action with the Japanese in World War II","","09/05/1942","","","","","Fore River Engine Co.","12/26/1916","04/06/1918","06/18/1917","","11/11/1917","","04/05/1918","","","","314 ft","","31 ft","","9 ft","","","","","Steel hull, steel superstructure.","2","","","","","","","","","","03/20/2007"
"YF 864","LITTLE COMPTON","LITTLE COMPTON (YF 864)","","COVERED LIGHTER (S-P)","YF 852","18864","Disposed of, by Navy Sale","","03/01/1974","","","","","Missouri Valley Brigde & Iron Co.","","","","","","","11/08/1945","","","","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","06/07/2002"
"CG 4","LITTLE ROCK","LITTLE ROCK (CG 4)","(ex - CL 92, CLG 4)","GUIDED MISSILE CRUISER","CG 4","03592","Donated as a Museum and Memorial","","06/01/1977","","","","","Cramp Shipbuilding Co.","10/29/1940","06/17/1945","03/06/1943","","08/27/1944","11/22/1976","06/15/1945","","","11/22/1976","610 ft","600 ft","66 ft","65 ft","26 ft","26 ft","10250 tons","14400 tons","4150 tons","Steel hull, steel superstructure.","4","","","78","1365","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","LITTLE ROCK IS LOCATED AT THE BUFFALO & ERIE COUNTY NAVAL & MILITARY PARK, ONE NAVAL PARK COVE, BUFFALO, NY.","03/30/2009"
"LCS 9","LITTLE ROCK","USS LITTLE ROCK (LCS 9)","","LITTORAL COMBAT SHIP","LCS","20138","Active, in commission","U.S. ATLANTIC FLEET","12/16/2017","MAYPORT, FL","","","Battle Force","Marinette Marine Corp.","12/29/2010","12/16/2017","06/27/2013","","07/18/2015","","09/25/2017","","","","388 ft","351 ft","58 ft","46 ft","14 ft","14 ft","2760 tons","3410 tons","650 tons","Steel hull, aluminum superstructure.","","4","Diesel - Gas Turbine","9","41","US NAVY","Huntington Ingalls Incorporated","","PMS 505","","02/03/2020"
"AGS 52","LITTLEHALES","LITTLEHALES (AGS 52)","","SURVEYING SHIP","AGS 51","21845","Disposed of through Inter or Intra Agency Transfer","","03/03/2003","","","","","Halter Marine Inc.","11/10/1988","","10/25/1989","","02/14/1991","","01/10/1992","","","02/27/2003","208 ft","190 ft","42 ft","42 ft","14 ft","14 ft","1394 tons","2238 tons","844 tons","Steel hull, steel superstructure.","1","","Diesel Engines","","","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION (NOAA)","","","","","12/12/2017"
"SS 373","LIZARDFISH","LIZARDFISH (SS 373)","","SUBMARINE","SS 328","05473","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","07/01/1978","","","","","","","","","","","","","","","07/15/1978","","","","","","","","","","","","","","","","ITALY","","","","","12/28/2001"
"APD 63","LLOYD","LLOYD (APD 63)","(ex - DE 209)","HIGH SPEED TRANSPORT","APD 37","02909","Disposed of by Dismantling (Scrapping/Recycling)","","03/28/1968","","","","","Naval Shipyard Charleston","08/07/1942","02/11/1944","07/26/1943","","11/23/1943","02/18/1958","02/25/1944","","","06/01/1966","306 ft","300 ft","37 ft","36 ft","9 ft","","","","","Steel hull, steel superstructure.","2","","","","","","","","","","12/12/2017"
"DE 356","LLOYD E ACREE","LLOYD E ACREE (DE 356)","","ESCORT SHIP","DE 339","53356","Disposed of, by Navy Sale","","07/10/1973","","","","","Consolidated Steel Corp. of Texas","08/07/1942","08/01/1944","01/24/1944","","03/21/1944","10/10/1946","07/31/1944","","","01/15/1972","306 ft","300 ft","37 ft","36 ft","14 ft","","1240 tons","1990 tons","750 tons","Steel hull, steel superstructure.","2","","Steam Turbines","14","201","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","02/16/2011"
"FF 1064","LOCKWOOD","LOCKWOOD (FF 1064)","(ex - DE 1064)","FRIGATE","FF 1052","54059","Disposed of by Recycling","","08/04/2000","","","","","Todd Shipyards Corp., Seattle Div","07/22/1964","12/05/1970","11/03/1967","","09/05/1968","09/27/1993","12/01/1970","","","09/27/1993","438 ft","415 ft","47 ft","47 ft","25 ft","17 ft","3192 tons","4154 tons","962 tons","Steel hull, aluminum superstructure.","1","","Steam Turbines","23","266","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","09/27/2000"
"ADG 8","LODESTONE","LODESTONE (ADG 8)","(ex - PCE 876, YDG 8)","DEGAUSSING SHIP","ADG 8","06376","Disposed of, by Navy Sale","","05/01/1976","","","","","","","","","","","","","","","02/21/1975","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","12/28/2001"
"DD 759","LOFBERG","LOFBERG (DD 759)","","DESTROYER","DD 692","03859","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","04/01/1974","","","","","","","","","","","","","","","02/01/1974","","","","","","","","","","","","","","","","TAIWAN","","","","","12/28/2001"
"LPA 196","LOGAN","LOGAN (LPA 196)","(ex - MCV 664)","AMPHIBIOUS TRANSPORT","LPA 117","","Disposed of by MARAD exchange","","10/02/1979","","","","","","","","","","","","","","","07/01/1960","","","","","","","","","","","","","","","","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","","03/05/2007"
"CGN 9","LONG BEACH","LONG BEACH (CGN 9)","(ex - CGN 160, CLGN 160)","GUIDED MISSILE CRUISER (NUCLEAR-PROPULSION)","CGN 9","03651","Stricken, Final Disposition Pending","","05/01/1995","","Z","Puget Sound Naval Shipyard & Intermediate Maintenance Facility (PSNS & IMF) MOORING ALPHA","","Bethlehem Steel Co., Shipbuilding Div.","10/15/1956","09/09/1961","12/02/1957","","07/14/1959","05/01/1995","09/01/1961","","","05/01/1995","721 ft","","","","","","15683 tons","","","Steel hull, steel superstructure.","2","","Steam Turbine (Nuclear)","","","PUGET SOUND NAVAL SHIPYARD AND INTERMEDIATE MAINTENANCE FACILITY, WA (PSNS & IMF)","","","","","12/12/2017"
"AGM 3","LONGVIEW","LONGVIEW (AGM 3)","(ex - AK 238)","MISSILE RANGE INSTRUMENTATION SHIP","AGM 3","01885","Disposed of by MARAD sale","","04/27/1976","","","","","","","","","","","","","","","11/01/1974","","","","","","","","","","","","","","","","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","","12/17/2001"
"YTM 407","LONOTO","LONOTO (YTM 407)","(ex - YTB 407)","MEDIUM HARBOR TUG (S-P)","YTM 364","13407","Disposed of, by Navy Sale","","11/01/1974","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","08/30/2001"
"LST 1177","LORAIN COUNTY","LORAIN COUNTY (LST 1177)","","TANK LANDING SHIP","LST 1171","58177","Disposed of by Navy title transfer to the Maritime Administration","","12/23/1994","","","","","AMERICAN SB CO","06/01/1955","10/03/1958","08/09/1956","","06/22/1957","09/01/1972","09/22/1958","","","","","","","","","","","","","","","","Diesel","","","","","","","LORAIN COUNTY LST-1177 WAS OFFICALLY SCRAPPED 2/21/2003 AT MARINE METALS INC., OF BROWNSVILLE, TX.","03/18/2003"
"AFDB 7","LOS ALAMOS","LOS ALAMOS (AFDB 7)","(ex - ABSD 7, SECTION A - E & G)","LARGE AUXILIARY FLOATING DRY DOCK (N-S-P)","AFDB 4","05007","Disposed of by navy title transfer","","12/05/1994","","","","","Naval Shipyard Mare Island","","","","","","","","","","12/28/1993","","","","","","","","","","Steel hull, steel superstructure.","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","12/09/2002"
"AFDB 7","LOS ALAMOS","LOS ALAMOS (AFDB 7)","(ex - ABSD 7, SECTION A - E & G)","LARGE AUXILIARY FLOATING DRY DOCK (N-S-P)","AFDB 4","05007","Disposed of by navy title transfer","","12/05/1994","","","","","Naval Shipyard Mare Island","","","","","","","","","","12/28/1993","","","","","","","","","","Steel hull, steel superstructure.","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","12/09/2002"
"CA 135","LOS ANGELES","LOS ANGELES (CA 135)","","GUN CRUISER","CA 68","03635","Disposed of, by Navy Sale","","06/01/1975","","","","","","","","","","","","","","","01/01/1974","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","12/28/2001"
"SSN 688","LOS ANGELES","LOS ANGELES (SSN 688)","","SUBMARINE (NUCLEAR-POWERED)","SSN 688","20202","Disposed of by Recycling","","11/30/2012","","","","","Newport News Shipbuilding","01/08/1971","11/13/1976","01/08/1972","02/01/2010","04/06/1974","02/04/2011","11/02/1976","","","02/04/2011","362 ft","","33 ft","","31 ft","","5700 tons","6072 tons","372 tons","Steel hull, steel superstructure.","1","","Steam Turbine (Nuclear)","12","98","","","","","LOS ANGELES (SSN 688) HELD A DECOMMISSIONING CEREMONY 23 JAN 2010 IN ITS NAMESAKE CITY.","02/13/2013"
"DDG 126","LOUIS H WILSON JR","LOUIS H WILSON JR (DDG 126)","(ex - DDG 125)","GUIDED MISSILE DESTROYER","DDG 51","50407","Under construction","","03/03/2020","","","","","Bath Iron Works Corp.","06/03/2013","","","","","","","","","","","","","","","","","","","","","","","","","","General Dynamics Bath Iron Works","","","","03/06/2020"
"BB 19","LOUISIANA","LOUISIANA (BB 19)","(ex - BATTLESHIP #19)","BATTLESHIP","BB 18","","Disposed of, sold for scrapping","","11/01/1923","","","","","Newport News Shipbuilding","10/15/1902","06/02/1906","02/07/1903","","08/27/1904","10/20/1920","05/21/1906","","","11/10/1923","456 ft","450 ft","77 ft","","27 ft","","16000 tons","17666 tons","1666 tons","Steel hull, steel superstructure.","2","","Vertical Triple Expansion (VTE) Reciprocating Engines","55","1143","","","","","IN ACCORDANCE WITH TERMS OF THE WASHINGTON TREATY LIMITING NAVAL ARMAMENTS SHE WAS SOLD FOR SCRAP. LOUISIANA WAS COMPLETELY DEMILITARIZED ON 9/25/1923.","07/25/2002"
"BB 71","LOUISIANA","LOUISIANA (BB 71)","","BATTLESHIP","BB 67","","Hull number assigned, construction was stopped, directive to build cancelled","","07/21/1943","","","","","Naval Shipyard Norfolk","09/09/1940","","","","","","","","","","","","","","","","","","","","","","","","","US NAVY","","","","CONSTRUCTION SUSPENDED ON 5/20/1942 AND CONSTRUCTION CANCELLED ON 7/21/1943.","10/30/1998"
"SSBN 743","LOUISIANA","USS LOUISIANA (SSBN 743)","","BALLISTIC MISSILE SUBMARINE (NUCLEAR-POWERED)","SSBN 726","21861","Active, in commission","U.S. PACIFIC FLEET","09/06/1997","BANGOR, WA","","","Battle Force","General Dynamics Electric Boat","12/19/1990","09/06/1997","10/23/1992","","07/27/1996","","08/14/1997","","","","560 ft","","42 ft","","38 ft","","16600 tons","18700 tons","2100 tons","Steel hull, steel superstructure.","1","","Steam Turbine (Nuclear)","13","140","US NAVY","General Dynamics Electric Boat","General Dynamics Electric Boat","PMS 392","","12/05/2019"
"SSN 724","LOUISVILLE","LOUISVILLE (SSN 724)","","SUBMARINE (NUCLEAR-POWERED)","SSN 688","21302","Stricken, Final Disposition Pending","","03/09/2021","","Z","","","General Dynamics Electric Boat","02/11/1982","11/08/1986","09/16/1984","08/06/2020","12/14/1985","03/09/2021","10/28/1986","","","03/09/2021","362 ft","","33 ft","","31 ft","","5789 tons","6185 tons","396 tons","Steel hull, steel superstructure.","1","","Steam Turbine (Nuclear)","12","98","US NAVY","","","","","03/10/2021"
"LPA 154","LOWNDES","LOWNDES (LPA 154)","(ex - MCV 120)","AMPHIBIOUS TRANSPORT","LPA 117","01454","Disposed of by MARAD exchange","","09/17/1983","","","","","","","","","","","","","","","05/01/1946","","","","","","","","","","","","","","","","MARITIME ADMINISTRATION (NATIONAL DEFENSE RESERVE FLEET)","","","","","03/05/2007"
"DD 770","LOWRY","LOWRY (DD 770)","","DESTROYER","DD 692","03870","Disposed of through the Security Assistance Program (SAP), transferred, cash sale, ex-US fleet hull foreign military sale case number assigned","","10/01/1973","","","","","","","","","","","","","","","10/31/1973","","","","","","","","","","","","","","","","BRAZIL","","","","","12/31/2001"
"APD 56","LOY","LOY (APD 56)","(ex - DE 160)","HIGH SPEED TRANSPORT","APD 37","02860","Disposed of by Dismantling (Scrapping/Recycling)","","","","","","","Naval Shipyard Norfolk","01/10/1942","09/12/1943","04/23/1943","","07/04/1943","02/21/1947","09/27/1943","","","09/01/1964","306 ft","300 ft","37 ft","36 ft","9 ft","","","","","Steel hull, steel superstructure.","2","","","","","","","","","","12/12/2017"
"T-AGOS 22","LOYAL","USNS LOYAL (T-AGOS 22)","","SURVEILLANCE SHIP","AGOS 19","21868","Military Sealift Command (MSC), Special Mission Ships","U.S. PACIFIC FLEET","10/01/1994","","","","Support Force","McDermott Shipyards","10/07/1988","","10/07/1991","","09/19/1992","","07/01/1993","07/01/1993","","","235 ft","190 ft","94 ft","80 ft","25 ft","25 ft","2668 tons","3410 tons","742 tons","Steel hull, steel superstructure.","2","","Diesel Electric","7","12","MILITARY SEALIFT COMMAND","Military Sealift Command","","MSC","","02/20/2020"
"MSO 457","LOYALTY","LOYALTY (MSO 457)","(ex - AM 457)","MINESWEEPER,OCEAN","MSO 422","07987","Disposed of, by Navy Sale","","12/01/1973","","","","","","","","","","","","","","","07/01/1972","","","","","","","","","","","","","","","","SCHOOLS, ORGANIZATIONS AND PRIVATE ENTERPRISES","","","","","01/02/2002"
